common_name,name,current_resident,dob,birth_type,dod,age,weight,age_at_wt_y
Gray Mouse Lemur,Woundwort,Y,2010-06-09,captive,NA,8.67,102,8.61
Gray Mouse Lemur,Yarrow,N,1984-07-06,captive,1996-09-04,12.17,100,1.54
Hybrid,Abednigo,N,1979-04-24,captive,NA,3.63,1180,0.65
Hybrid,Abel,N,1984-04-02,captive,NA,6.85,2275,6.85
Hybrid,Abigail,N,1978-04-18,captive,1981-04-21,3.01,760,0.33
Hybrid,Abner,N,1982-05-03,captive,2001-01-01,18.68,1947,2.53
Hybrid,Adhara,N,1984-03-29,captive,NA,8.22,1893,0.8
Hybrid,Adriana,N,1970-12-29,captive,NA,8.16,2296,1.18
Hybrid,Aeolus,N,1978-03-30,captive,NA,8.51,2701,8.48
Hybrid,Aloe,N,1978-04-29,captive,1994-05-16,16.06,360,0.16
Hybrid,Amnon,N,1975-06-04,captive,1977-10-09,2.35,1117,0.42
Hybrid,Amos,N,1986-04-18,captive,NA,2.16,1925,0.97
Hybrid,Amy,N,1976-02-19,captive,NA,7.26,1762,0.7
Hybrid,Andy,N,1974-04-18,captive,NA,12.46,2420,12.43
Hybrid,Anna,N,1976-04-06,captive,NA,21.94,1589,0.61
Hybrid,Anticlea,N,1978-03-13,captive,NA,9.1,159,0.04
Hybrid,Arctos,N,1978-03-21,captive,NA,9.01,2406,2.7
Hybrid,Arete,N,1976-04-27,captive,1984-10-04,8.44,1705,0.54
Hybrid,Ariadne,N,1975-03-31,captive,NA,13.69,1531,0.56
Hybrid,Ariel,N,1977-04-25,captive,1978-08-09,1.29,2475,1.28
Hybrid,Arlette,N,1971-07-26,captive,NA,13.68,3872,13.56
Hybrid,Arthur,N,1974-05-23,captive,1978-09-01,4.28,1407,0.4
Hybrid,Asa,N,1983-05-14,captive,NA,2.76,2833,2.53
Hybrid,Athalia,N,1985-05-17,captive,NA,6.15,2456,6.12
Hybrid,Azubah,N,1983-05-14,captive,NA,6.57,2383.5,6.45
Hybrid,Babette,N,1980-03-24,captive,1999-12-10,19.73,2300,19.72
Hybrid,Bathsheba-E,N,1976-04-09,captive,1976-04-09,0,52,0
Hybrid,Bathsheba-F,N,1976-04-09,captive,1976-04-10,0,42,0
Hybrid,Bathsheba-G,N,1977-05-16,captive,1977-05-18,0.01,32,0.01
Hybrid,Bear,N,1980-07-07,captive,NA,11.95,2564.5,5.38
Hybrid,Belle,N,1988-03-18,captive,NA,30.55,2360,21.59
Hybrid,Bill,N,1974-04-14,captive,NA,7.91,1725,0.48
Hybrid,Bodo,N,1982-04-28,captive,NA,7.92,2506,7.9
Hybrid,Bozy,N,1987-05-02,captive,2007-12-03,20.6,1720,19.86
Hybrid,Bruin,N,1980-05-15,captive,NA,12.1,3690.5,5.53
Hybrid,Cain,N,1984-04-02,captive,NA,6.85,2669,6.85
Hybrid,Calliope,N,1983-04-24,captive,NA,0.72,1135,0.38
Hybrid,Capys,N,1975-03-19,captive,NA,8.81,2452,8.67
Hybrid,Carina,N,1980-04-16,captive,NA,3.95,3314,1.73
Hybrid,Cecilia,N,1977-03-11,captive,1985-05-26,8.21,2012,7.79
Hybrid,Ceres,N,1977-04-21,captive,NA,1.5,2063,1.1
Hybrid,Cesena,N,1975-04-21,captive,NA,8.41,1350,0.41
Hybrid,Chris,N,1974-04-14,captive,NA,9.73,2751,9.54
Hybrid,Circe,N,1970-04-26,captive,NA,18.37,2890,14.56
Hybrid,Clarissa,N,1964-04-29,captive,NA,15.1,2580,7.84
Hybrid,Claudette,N,1979-04-18,captive,NA,5.94,3047,5.32
Hybrid,Clio,N,1970-03-18,captive,NA,8.94,2996,7.33
Hybrid,Colene,N,1976-02-10,captive,1985-02-01,8.98,1998,3.29
Hybrid,Cronus,N,1973-02-26,captive,NA,15.53,3192,11.72
Hybrid,Crux,N,1980-04-16,captive,NA,3.97,3913,3.75
Hybrid,Cub,N,1984-03-20,captive,2001-08-01,17.38,2837,4.25
Hybrid,Curio,N,1976-04-11,captive,2003-08-01,27.32,1589,0.6
Hybrid,Dara,N,1974-03-27,captive,2003-08-05,29.38,1907,1.34
Hybrid,Dedalus,N,1977-04-01,captive,NA,6.15,1226,0.49
Hybrid,Delilah,N,1979-04-16,captive,1996-05-10,17.08,75,0.01
Hybrid,Dido,N,1970-03-21,captive,NA,18.39,2100,1.95
Hybrid,Dubhe,N,1985-04-11,captive,NA,3.16,2297,2.89
Hybrid,Earth,N,1973-05-08,captive,NA,7.17,2815,5.99
Hybrid,Eli,N,1985-06-07,captive,1988-05-31,2.98,2156.5,1.83
Hybrid,Elvira,N,1978-03-20,captive,1978-06-25,0.27,230,0.07
Hybrid,Esau,N,1972-04-12,captive,NA,17.51,2093,22.6
Hybrid,Europa,N,1978-05-04,captive,1978-08-20,0.3,1700,0.27
Hybrid,Eury,N,1976-04-27,captive,1979-09-22,3.41,1695,0.54
Hybrid,Figaro,N,1977-03-11,captive,1977-05-11,0.17,178,0.03
Hybrid,Fred,N,1989-04-17,captive,NA,17.96,2620,17.93
Hybrid,Gabriel,N,1983-04-07,captive,2007-11-30,24.67,1952,0.97
Hybrid,Gaia,N,1978-03-29,captive,NA,8.52,1816,6.63
Hybrid,Ganymede,N,1977-04-21,captive,1979-04-16,1.99,2789,1.1
Hybrid,Gideon,N,1987-05-07,captive,NA,14.61,2200,14.55
Hybrid,Gomer,N,1980-04-28,captive,1991-05-24,11.08,1983,11.07
Hybrid,Guido,N,1975-03-27,captive,NA,10.14,1380,0.48
Hybrid,Guinevere,N,1972-03-13,captive,NA,11.67,630,0.24
Hybrid,Haman,N,1976-04-15,captive,NA,13.5,2238,13.48
Hybrid,Hannibal,N,1986-06-12,captive,2015-09-08,29.26,1625,29.25
Hybrid,Hecate,N,1981-06-04,captive,NA,13.51,2483,3.26
Hybrid,Hepzibah,N,1980-06-06,captive,1984-08-09,4.18,2230,3.81
Hybrid,Hera,N,1977-04-19,captive,NA,1.94,2730,1.52
Hybrid,Hodur,N,1983-01-01,captive,1984-12-27,1.99,1981,1.54
Hybrid,Huni,N,1975-04-25,captive,1994-10-01,19.45,850,0.32
Hybrid,Hylas,N,1971-04-19,captive,1979-03-21,7.93,1850,1.14
Hybrid,Hyperion,N,1976-05-27,captive,1985-07-18,9.15,3314,2.44
Hybrid,Iapetus,N,1976-05-27,captive,1976-07-12,0.13,166,0.02
Hybrid,Ichabod,N,1979-04-30,captive,1985-02-07,5.78,1049,0.34
Hybrid,Ike,N,1976-04-05,captive,1976-04-06,0,64.5,0
Hybrid,Io,N,1978-05-04,captive,NA,5.93,3394,5.75
Hybrid,Ira,N,1990-04-17,captive,1999-06-13,9.16,1780,9.16
Hybrid,Jemima,N,1981-04-27,captive,2005-05-22,24.08,2706,9.32
Hybrid,Jethro,N,1979-04-30,captive,1987-04-30,8.01,1135,0.34
Hybrid,Joab,N,1975-06-04,captive,NA,3.18,1298,0.42
Hybrid,Johanna,N,1982-04-01,captive,NA,16.14,2102,1.99
Hybrid,Jonathon,N,1983-05-15,captive,NA,3.33,2288,2.45
Hybrid,Judah,N,1985-06-07,captive,NA,3.02,2225,1.83
Hybrid,Kish,N,1987-05-07,captive,2015-11-29,28.58,2380,28.55
Hybrid,Kodiak,N,1986-04-01,captive,1990-05-30,4.16,2401.5,1.67
Hybrid,Lavinia,N,1977-04-29,captive,NA,5.36,1180,0.44
Hybrid,Levi,N,1974-05-07,captive,NA,14.33,1589,0.44
Hybrid,Lily,N,1974-05-26,captive,1990-04-02,15.86,1155,0.39
Hybrid,Lima,N,1974-04-21,captive,1985-09-26,11.44,848,0.45
Hybrid,Lot,N,1984-05-03,captive,1989-04-01,4.92,2075,1.27
Hybrid,Lucca,N,1976-04-11,captive,NA,21.93,1634,0.6
Hybrid,Lucky,N,1982-01-01,captive,NA,2.03,2702,1.91
Hybrid,Lyra,N,1980-04-16,captive,NA,3.18,3275,1.71
Hybrid,Madred,N,1984-05-06,captive,NA,1.6,2088,1.54
Hybrid,Mamie,N,1976-04-05,captive,1976-04-06,0,62,0
Hybrid,Marionette,N,1979-03-12,captive,NA,6.64,2996,5.49
Hybrid,Maro,N,1981-05-31,captive,NA,8.37,2833,8.35
Hybrid,Masetto,N,1976-02-09,captive,1979-02-18,3.03,1816,0.73
Hybrid,Matthan,N,1986-04-16,captive,2015-03-30,28.97,1915,28.97
Hybrid,Medea,N,1973-04-25,captive,NA,10.7,1816,10.51
Hybrid,Meshak,N,1979-04-24,captive,1983-08-07,4.29,1180,0.65
Hybrid,Mimas,N,1977-04-21,captive,NA,2.39,2633,1.13
Hybrid,Miranda,N,1978-05-04,captive,NA,14.13,3383,6.57
Hybrid,Mischa,N,1983-04-20,captive,1995-03-31,11.95,2973,5.17
Hybrid,Mobe,N,1974-04-24,captive,1974-09-04,0.36,346,0.3
Hybrid,Montrose,N,1983-05-15,captive,NA,9.1,2210,1.31
Hybrid,Monty,N,1977-05-20,captive,1979-01-26,1.69,1425,0.73
Hybrid,Morde,N,1976-05-28,captive,1991-04-29,14.93,1544,0.47
Hybrid,Morgana,N,1972-03-13,captive,1983-11-01,11.64,730,0.24
Hybrid,Nathan,N,1978-05-13,captive,1985-02-07,6.75,395,0.17
Hybrid,Nausicaa,N,1968-01-12,captive,NA,23.66,2850,4.14
Hybrid,Nepomuk,N,1977-03-10,captive,NA,5.5,1820,0.65
Hybrid,Nestor,N,1979-03-31,captive,NA,6.59,2483,5.44
Hybrid,Oberon,N,1977-04-25,captive,1980-10-19,3.49,2700,1.5
Hybrid,Orion,N,1980-06-03,captive,NA,12.05,3320,1.59
Hybrid,Orpha,N,1980-05-21,captive,NA,12.56,2043,3.37
Hybrid,Orso,N,1981-04-12,captive,NA,7.15,3900,7.12
Hybrid,Osetta,N,1987-04-17,captive,NA,1.13,1503,1.1
Hybrid,Pan,N,1978-04-23,captive,NA,5.93,2290,0.63
Hybrid,Pasipa,N,1975-03-31,captive,NA,7.7,1550,0.56
Hybrid,Pavo,N,1981-05-17,captive,1989-02-12,7.75,3223,3.31
Hybrid,Phineas,N,1984-04-03,captive,NA,5.95,2292.5,3.93
Hybrid,Phobos,N,1978-05-04,captive,NA,16.67,2542,0.6
Hybrid,Phoebe,N,1975-05-19,captive,2010-04-14,34.93,3195,3.44
Hybrid,Pierre,N,1978-04-24,captive,1978-11-05,0.53,650,0.27
Hybrid,Pinnochio,N,1968-04-09,captive,1974-11-07,6.58,2690,3.9
Hybrid,Priam,N,1975-04-28,captive,NA,11.9,1300,0.39
Hybrid,Puppet,N,1961-04-17,captive,1979-07-21,18.27,2360,10.88
Hybrid,Puppet 2,N,1984-04-27,captive,NA,1.51,1003,0.36
Hybrid,Puppet-F,N,1970-03-20,captive,1970-05-06,0.13,124,0.02
Hybrid,Rabodo,N,1989-05-18,captive,2006-09-15,17.34,1560,17.33
Hybrid,Rachel,N,1978-05-18,captive,NA,10.08,2379,10.05
Hybrid,Rivo,N,1985-04-24,captive,NA,5.39,1870,5.35
Hybrid,Rose Red,N,1981-04-01,captive,NA,5.5,1834,2.51
Hybrid,Rufus Ii,N,1979-03-07,captive,NA,15.76,1525,0.68
Hybrid,Sadie,N,1974-04-02,captive,1985-04-08,11.02,1800,0.77
Hybrid,Sam,N,1977-03-01,captive,NA,10.07,1910,0.67
Hybrid,Samson,N,1979-04-16,captive,NA,7.94,74,0.01
Hybrid,Scarlett Ii,N,1973-03-10,captive,NA,5.96,3360,4.35
Hybrid,Selene-C,N,1978-04-26,captive,1978-04-28,0.01,67,0.01
Hybrid,Selene-D,N,1978-04-26,captive,1978-05-02,0.02,95,0.02
Hybrid,Shadow,N,1976-04-21,captive,1978-07-01,2.19,1498,0.57
Hybrid,Shadrach,N,1979-04-24,captive,1979-12-31,0.69,650,0.61
Hybrid,Sheba,N,1975-04-08,captive,1995-03-30,19.99,1498,0.58
Hybrid,Shobab,N,1978-05-13,captive,NA,14.38,499,0.26
Hybrid,Simeon,N,1982-04-14,captive,NA,1.99,1884,2.6
Hybrid,Sona,N,1972-04-29,captive,NA,9.87,226,0.07
Hybrid,Song,N,1974-02-20,captive,1983-02-26,9.02,2197,8.16
Hybrid,Tahpenes,N,1988-07-11,captive,2015-12-07,27.42,1790,27.42
Hybrid,Tamar,N,1978-04-17,captive,1987-07-28,9.28,636,0.33
Hybrid,Tapath,N,1977-04-11,captive,NA,1.33,1300,0.75
Hybrid,Tethys,N,1975-05-19,captive,NA,3.42,2020,0.33
Hybrid,Thalia-A,N,1973-05-10,captive,1973-05-12,0.01,107,0
Hybrid,Thalia-B,N,1973-05-10,captive,1973-05-12,0.01,93,0
Hybrid,Thea,N,1978-04-26,captive,NA,1.38,1881,0.3
Hybrid,Tia,N,1971-05-06,captive,1979-02-01,7.75,1340,0.85
Hybrid,Timna,N,1985-04-30,captive,NA,4.88,1784.5,2.85
Hybrid,Tina,N,1974-03-25,captive,NA,8.54,1845,0.79
Hybrid,Titania,N,1979-04-18,captive,NA,2.07,3405,1.71
Hybrid,Triton,N,1978-05-04,captive,NA,3.02,2134,0.48
Hybrid,Tros,N,1978-03-20,captive,NA,14.25,2492,6.47
Hybrid,Tyrian,N,1974-06-26,captive,1986-05-09,11.88,477,0.31
Hybrid,Ulysses,N,1977-03-27,captive,NA,10.06,1498,0.5
Hybrid,Urania,N,1979-04-18,captive,NA,2.07,3496,1.71
Hybrid,Uriah,N,1975-04-24,captive,2004-02-13,28.83,1453,0.53
Hybrid,Ursa Minor,N,1980-04-09,captive,1982-09-27,2.47,237,0.08
Hybrid,Ursula,N,1969-04-03,captive,1994-09-30,25.51,3223,18.68
Hybrid,Vashti,N,1978-04-05,captive,1980-07-21,2.3,90,0
Hybrid,Ventri,N,1975-04-02,captive,1989-07-22,14.32,1271,0.46
Hybrid,Viola,N,1970-04-14,captive,NA,8.87,2370,1.88
Hybrid,Walt,N,1974-05-06,captive,NA,12.95,1362,0.44
Hybrid,Willie,N,1974-04-16,captive,NA,9.75,2942,9.63
Hybrid,Winnie,N,1986-03-25,captive,NA,2.23,2974,2.19
Hybrid,Yen,N,1974-02-25,captive,1983-07-02,9.35,1450,0.6
Hybrid,Yvonne,N,1979-03-31,captive,NA,2.12,1524,0.61
Hybrid,Zerlina,N,1972-03-20,captive,NA,9.98,700,0.22
Hybrid,Zoe,N,1972-12-27,captive,NA,15.69,2783,11.88
Mohol Bushbaby,Agave,N,2003-02-22,captive,2008-01-17,4.9,160,4.9
Mohol Bushbaby,Bitterbush,N,1989-03-30,captive,2000-09-01,11.43,170,11.27
Mohol Bushbaby,Black Haw,N,1987-11-01,captive,1998-06-16,10.63,190,10.56
Mohol Bushbaby,Blackbead,N,1989-03-30,captive,NA,0.38,134,0.32
Mohol Bushbaby,Bonsai,N,2001-02-03,captive,2010-07-26,9.48,180,6.81
Mohol Bushbaby,Bristle Cone,N,1983-06-26,captive,NA,3.77,22,0.01
Mohol Bushbaby,Calliandra,N,1995-06-14,captive,2003-02-26,7.71,135,7.71
Mohol Bushbaby,Canotia,N,1986-05-09,captive,NA,1.5,10,0
Mohol Bushbaby,Cherry,N,1986-05-09,captive,1989-07-07,3.16,11.1,0
Mohol Bushbaby,Chestnut,N,1990-03-02,captive,2000-11-04,10.68,170,10.68
Mohol Bushbaby,Chinquapin-C,N,1986-08-09,captive,1986-08-14,0.01,7.5,0.01
Mohol Bushbaby,Crabapple,N,1993-05-30,captive,2001-03-01,7.76,155,4.87
Mohol Bushbaby,Cypress,N,1984-02-24,captive,NA,1.6,14.7,0
Mohol Bushbaby,Darlingplum,N,1993-06-14,captive,2001-01-08,7.58,140,7.46
Mohol Bushbaby,Devilwood,N,1991-04-09,captive,NA,2.6,30.5,0.02
Mohol Bushbaby,Doveplum,N,1992-05-11,captive,2006-10-20,14.45,170,0.98
Mohol Bushbaby,Elliottia,N,1989-04-16,captive,2000-10-13,11.5,210,8.99
Mohol Bushbaby,Eucalyptus,N,1989-04-16,captive,2000-03-27,10.95,215,8.99
Mohol Bushbaby,Farkleberry,N,2002-08-09,captive,2009-05-12,6.76,153,6.75
Mohol Bushbaby,Hemlock,N,1985-03-22,captive,NA,2.63,22,0.01
Mohol Bushbaby,Jackpine,N,1983-09-22,captive,NA,2.16,11.8,0
Mohol Bushbaby,Kepenzi,N,1999-03-05,captive,2007-02-15,7.96,134,7.95
Mohol Bushbaby,Kiwi,N,2002-08-09,captive,2010-03-27,7.64,160,6.47
Mohol Bushbaby,Mahogany,N,1983-10-28,captive,NA,1.93,14.2,0
Mohol Bushbaby,Marbleberry,N,1989-01-01,captive,1998-11-13,9.87,150,9.85
Mohol Bushbaby,Marbleberry-C,N,1997-10-29,captive,1997-10-29,0,6.6,0
Mohol Bushbaby,Milkplum,N,2000-09-29,captive,2006-08-06,5.85,145,5.79
Mohol Bushbaby,Myrtle-C,N,1984-01-12,captive,1984-01-13,0,12.5,0
Mohol Bushbaby,Myrtle-D,N,1984-01-12,captive,1984-01-13,0,12.2,0
Mohol Bushbaby,Orange,N,1989-02-01,captive,1990-10-06,1.68,158,0.76
Mohol Bushbaby,Possumhaw,N,1992-05-17,captive,2002-10-23,10.44,170,0.97
Mohol Bushbaby,Pricklecone,N,1992-05-11,captive,1999-03-02,6.81,144,0.59
Mohol Bushbaby,Seagrape,N,1989-02-01,captive,1998-09-24,9.65,130,9.56
Mohol Bushbaby,Silverpalm,N,1989-02-02,captive,2003-03-01,14.08,160,9.19
Mohol Bushbaby,Sourgum,N,1985-03-10,captive,1985-06-17,0.27,29.7,0.01
Mohol Bushbaby,Sourwood,N,1984-03-08,captive,1984-03-17,0.02,12.9,0
Mohol Bushbaby,Stagbush,N,1991-05-13,captive,2001-08-29,10.3,195,7.48
Mohol Bushbaby,Sugarberry,N,1992-01-02,captive,NA,1.86,127,0.76
Mohol Bushbaby,Sugarpine,N,1990-10-26,captive,2002-03-26,11.42,140,11.23
Mohol Bushbaby,Tamarisk,N,1991-09-03,captive,1999-05-10,7.69,200,6.62
Mohol Bushbaby,Thatchpalm,N,1989-02-02,captive,NA,2.35,197,0.76
Mohol Bushbaby,Thunderwood,N,1984-01-06,captive,NA,3.24,11.1,0
Mohol Bushbaby,Trefoil,N,1984-01-06,captive,NA,1.73,13.6,0
Mohol Bushbaby,Velvetseed-A,N,1992-01-18,captive,1992-01-19,0,10.4,0
Mohol Bushbaby,Waterlocust,N,1991-04-09,captive,1991-09-03,0.4,45,0.02
Mohol Bushbaby,Whitepine,N,1983-09-22,captive,NA,1.59,10.5,0
Mohol Bushbaby,Witchhazel-A,N,1984-05-29,captive,1984-05-30,0,9.2,0
Mohol Bushbaby,Yaupon,N,2004-08-29,captive,2012-02-16,7.47,165,1.69
Mohol Bushbaby,Zamia,N,1988-07-06,captive,1999-09-29,11.24,120,11.24
Mongoose Lemur,Adrianna,N,1997-03-21,captive,NA,16.89,1740,10.54
Mongoose Lemur,Aimee,N,1974-04-09,captive,1997-09-28,23.49,1480,21.56
Mongoose Lemur,Alejandro,N,1991-04-15,captive,2011-05-20,20.11,1280,1.46
Mongoose Lemur,Ana,N,1988-04-02,captive,2001-01-10,12.78,1700,5
Mongoose Lemur,Anita,N,1988-05-19,captive,2017-07-11,29.16,1680,9.91
Mongoose Lemur,Ann,N,1991-06-15,captive,NA,20.22,1910,6.85
Mongoose Lemur,Arales,N,1988-04-13,captive,NA,22.42,1598,2.91
Mongoose Lemur,Beti,N,1988-05-06,captive,1998-11-30,10.58,1720,4.5
Mongoose Lemur,Beti-A,N,1991-04-15,captive,1991-04-15,0,59,0
Mongoose Lemur,Billy,N,1964-10-01,wild,NA,15.64,2330,14.09
Mongoose Lemur,Bonita,Y,2016-04-19,captive,NA,2.8,1880,2.78
Mongoose Lemur,Carlos,N,1991-04-10,captive,NA,27.44,1010,1.25
Mongoose Lemur,Carmen,N,1978-10-01,wild,2004-05-21,25.65,1140,25.64
Mongoose Lemur,Carmen-B,N,1990-05-07,captive,1990-05-07,0,52,0
Mongoose Lemur,Carolina,Y,2010-04-03,captive,NA,8.85,1520,8.83
Mongoose Lemur,Carolina-A,N,2013-04-11,captive,2013-04-14,0.01,47,0.01
Mongoose Lemur,Carolina-A,N,2013-04-11,captive,2013-04-14,0.01,47,0.01
Mongoose Lemur,Carolina-B,N,2015-06-02,captive,2015-06-02,0,53,0
Mongoose Lemur,Cecilia,N,1994-06-15,captive,NA,24.5,1680,6.38
Mongoose Lemur,Cesar,N,1987-04-10,captive,2018-04-24,31.06,1439,3.92
Mongoose Lemur,Che,N,1991-05-04,captive,NA,14.07,1780,2.29
Mongoose Lemur,Chiquita,N,1984-04-12,captive,1995-12-24,11.71,1580,9.62
Mongoose Lemur,Chiquita-C,N,1991-03-29,captive,1991-03-30,0,55,0
Mongoose Lemur,Clara,N,1991-06-17,captive,NA,27.57,1360,1.28
Mongoose Lemur,Concepcion,N,1984-10-15,captive,2011-06-18,26.69,1520,26.6
Mongoose Lemur,Concepcion-A,N,1987-04-25,captive,1987-04-30,0.01,62,0.01
Mongoose Lemur,Concepcion-B,N,1993-04-01,captive,1993-04-04,0.01,68.3,0
Mongoose Lemur,Consuela,N,1992-05-19,captive,2008-06-21,16.1,1400,2.11
Mongoose Lemur,Diabla,N,1992-05-25,captive,2002-11-14,10.48,1450,2.6
Mongoose Lemur,Didi,N,1966-05-19,wild,NA,14.01,1998,12.46
Mongoose Lemur,Duggan,Y,2008-03-28,captive,NA,10.87,1640,10.85
Mongoose Lemur,Duval,N,1970-07-23,captive,NA,17.06,1811.5,16.73
Mongoose Lemur,Eduardo,N,1993-04-11,captive,NA,25.69,1520,16.54
Mongoose Lemur,Elena,N,1982-10-01,wild,1995-02-22,12.4,1170,12.19
Mongoose Lemur,Ernesto,N,2012-04-09,captive,NA,6.74,1355,2.53
Mongoose Lemur,Esperanza,N,1977-10-01,wild,2004-01-30,26.35,1270,26.35
Mongoose Lemur,Esperanza,N,1977-10-01,wild,2004-01-30,26.35,1270,26.35
Mongoose Lemur,Estella,N,1992-04-27,captive,NA,2.15,1430,1.63
Mongoose Lemur,Evita,N,1981-10-01,wild,1996-08-22,14.9,1700,12.21
Mongoose Lemur,Fabio,N,1988-04-23,captive,2010-12-15,22.66,1340,22.65
Mongoose Lemur,Fabio,N,1988-04-23,captive,2010-12-15,22.66,1320,22.65
Mongoose Lemur,Felipe,N,1996-04-22,captive,NA,22.65,1385,16.73
Mongoose Lemur,Felix,N,1996-04-16,captive,NA,22.73,1400,7.46
Mongoose Lemur,Ferdinand,N,1978-10-01,wild,2002-02-05,23.36,1661,12.47
Mongoose Lemur,Fermina,N,1992-03-23,captive,1996-09-11,4.47,1580,4.34
Mongoose Lemur,Fidel,N,1985-01-13,captive,2006-06-21,21.45,1540,15.85
Mongoose Lemur,Flo,N,1964-10-01,wild,1980-03-15,15.46,1407,14.09
Mongoose Lemur,Flor,N,1986-05-20,captive,2015-12-14,29.59,1840,29.58
Mongoose Lemur,Gorda,N,1971-05-04,captive,1997-12-05,26.61,1310,26.61
Mongoose Lemur,Guadalupe,N,1995-05-26,captive,2014-11-26,19.52,1400,19.46
Mongoose Lemur,Guillermo,N,1993-05-11,captive,NA,25.67,1400,14.53
Mongoose Lemur,Gustavo,N,1985-06-21,captive,2003-11-22,18.43,1400,15.34
Mongoose Lemur,Hugo,N,1992-05-05,captive,2016-05-09,24.03,490,0.48
Mongoose Lemur,Ignacio,Y,2015-04-11,captive,NA,3.83,1620,3.79
Mongoose Lemur,Imelda,N,1992-03-10,captive,NA,11.07,1480,1.71
Mongoose Lemur,Isabella,N,1978-10-01,wild,2002-08-05,23.86,1657,12.47
Mongoose Lemur,Jacinta,N,1987-04-19,captive,NA,27.77,1557,2.52
Mongoose Lemur,Jacinta-A,N,1989-06-15,captive,1989-06-16,0,40.3,0
Mongoose Lemur,Jaime,N,1987-04-25,captive,2002-02-11,14.81,1634,5.51
Mongoose Lemur,Javier,N,1986-11-06,captive,1991-11-21,5.04,1353,4.92
Mongoose Lemur,Jorge,N,1988-04-15,captive,2018-08-11,30.34,1420,21.53
Mongoose Lemur,Jorge,N,1988-04-15,captive,2018-08-11,30.34,1460,21.53
Mongoose Lemur,Jose,N,1991-04-09,captive,NA,27.59,1171,0.85
Mongoose Lemur,Jose-Luis,N,1995-05-19,captive,NA,18.73,1460,12.38
Mongoose Lemur,Juan,N,1978-10-01,wild,2014-12-31,36.27,1370,19.55
Mongoose Lemur,Juan,N,1978-10-01,wild,2014-12-31,36.27,1370,19.55
Mongoose Lemur,Juanita,N,1991-06-13,captive,2016-04-12,24.85,1490,1.4
Mongoose Lemur,Julio,Y,1990-03-19,captive,NA,28.91,1630,28.89
Mongoose Lemur,Luis,N,1969-01-27,unknown,NA,18.55,2165.5,18.22
Mongoose Lemur,Lupe,N,1969-01-27,unknown,1984-08-06,15.53,1580,15.4
Mongoose Lemur,Luz,N,1983-11-17,captive,2017-07-14,33.68,1420,22.68
Mongoose Lemur,Maddie,Y,2006-06-02,captive,NA,12.69,1560,12.66
Mongoose Lemur,Manuel,N,1977-10-01,wild,2008-07-22,30.83,1210,22.64
Mongoose Lemur,Mario,N,1989-06-01,captive,1999-10-26,10.41,1562,2.49
Mongoose Lemur,Marta,N,1991-06-17,captive,2016-12-01,25.48,1520,2.37
Mongoose Lemur,Mercedes,N,1997-04-18,captive,NA,21.73,1400,11.17
Mongoose Lemur,Mico,Y,2014-05-03,captive,NA,4.77,1380,4.74
Mongoose Lemur,Miguel,N,1991-05-10,captive,2012-11-02,21.5,1300,17.08
Mongoose Lemur,Miguel,N,1991-05-10,captive,2012-11-02,21.5,1300,17.08
Mongoose Lemur,Miguel,N,1991-05-10,captive,2012-11-02,21.5,1320,17.08
Mongoose Lemur,Moheli,N,1987-05-13,captive,2014-10-04,27.41,1580,27.38
Mongoose Lemur,Nacho,Y,2017-04-04,captive,NA,1.84,1460,1.82
Mongoose Lemur,Olivia,N,2011-04-11,captive,NA,7.66,1440,3.59
Mongoose Lemur,Oscar,Y,2014-04-12,captive,NA,4.82,1440,4.8
Mongoose Lemur,Pablo,N,1977-10-01,wild,2004-11-11,27.13,1820,27.1
Mongoose Lemur,Paco,N,1997-06-26,captive,2017-04-05,19.79,1380,19.79
Mongoose Lemur,Pedro,Y,1990-06-17,captive,NA,28.66,1600,28.62
Mongoose Lemur,Pepe,N,1982-10-01,wild,1993-01-02,10.26,1430,10.21
Mongoose Lemur,Pepita,N,1993-04-14,captive,1993-05-29,0.12,160,0.12
Mongoose Lemur,Philena,N,1996-05-17,captive,2013-01-10,16.66,1370,4
Mongoose Lemur,Piedad,N,1986-04-04,captive,2018-05-21,32.15,1560,23.57
Mongoose Lemur,Pierrot,N,1976-05-15,captive,2007-02-14,30.77,1500,30.75
Mongoose Lemur,Pilar Ii,N,1992-03-26,captive,2005-04-05,13.04,1290,13.03
Mongoose Lemur,Rafael,N,1986-04-04,captive,NA,25.42,1450,12.04
Mongoose Lemur,Raul,N,1990-05-03,captive,2018-03-06,27.86,1494,1.78
Mongoose Lemur,Rosa,N,1988-04-06,captive,1988-06-29,0.23,409,0.23
Mongoose Lemur,Rosalita,N,1995-04-09,captive,2017-09-21,22.47,1440,12.62
Mongoose Lemur,Sancho,N,1982-10-01,wild,2012-12-14,30.22,1460,30.18
Mongoose Lemur,Selena,N,1997-06-11,captive,NA,21,1300,12.37
Mongoose Lemur,Selena,N,1997-06-11,captive,NA,21,1340,12.37
Mongoose Lemur,Sixto,N,1985-11-05,captive,2012-06-29,26.67,1493,3.97
Mongoose Lemur,Thor,N,1972-07-01,captive,NA,7.89,1592,6.34
Mongoose Lemur,Tomas,N,1988-04-15,captive,NA,30.67,1978,2.93
Mongoose Lemur,Trini,N,1989-04-02,captive,NA,14.01,1280,1.93
Mongoose Lemur,Ximena,N,1993-05-18,captive,1995-09-14,2.33,1500,1.56
